,gauss,palu,cholesky,jacobi,seidel,sor
1,0.0,0.0,,-2.7297580345667185e-07,-4.6924393478796607e-07,2.2066161367877834e-07
2,0.0,0.0,,3.502122637630898e-07,-3.586011543748035e-07,-1.4732073556728718e-07
3,0.0,0.0,,-3.00273383802339e-07,1.0587911840678754e-22,5.051526848833043e-08
