,gauss,palu,cholesky,jacobi,seidel,sor
1,0.0,0.0,,-2.6626054250300513e-08,-5.679707726358174e-07,4.0871756823435135e-07
2,3.677980146221671e-06,5.704538068584952e-06,,-9.350357288440136e-07,-4.2952791545758373e-07,2.1798269358441758e-06
3,5.2856205172702175e-06,3.83343845555828e-06,,-2.928862841145019e-08,0.0,-2.179827021109304e-06
